PID,Area,DC1117EW_C_SEX,DC1117EW_C_AGE,Age,NewEthpop_ETH
3759,E02000001,1,79.0,78.05192242204774,WBI
3760,E02000001,1,79.0,78.83368845410664,WBI
3762,E02000001,1,79.0,78.03327310563006,WBI
3763,E02000001,1,79.0,78.69230773473083,WBI
3765,E02000001,1,79.0,78.19149689704521,WBI
3766,E02000001,1,79.0,78.14022000164708,WBI
3769,E02000001,1,79.0,78.30266178037756,WBI
3772,E02000001,1,79.0,78.35009149190564,WBI
3773,E02000001,1,79.0,78.91330923831553,WBI
3774,E02000001,1,79.0,78.65459300540087,WHO
3775,E02000001,1,79.0,78.871703635138,WHO
3777,E02000001,1,79.0,78.59020806593229,WHO
3778,E02000001,1,79.0,78.1197438839999,WHO
3779,E02000001,1,79.0,78.01854770465089,IND
3781,E02000001,1,79.0,78.52363150891856,CHI
3782,E02000001,1,79.0,78.06099147056004,CHI
3783,E02000001,1,79.0,78.7153245924956,CHI
3784,E02000001,1,79.0,78.25308030886886,OTH
3785,E02000001,1,80.0,79.26737856661612,WBI
3788,E02000001,1,80.0,79.87912446249732,WBI
3789,E02000001,1,80.0,79.94005229013695,WBI
3790,E02000001,1,80.0,79.28516153470233,WBI
3791,E02000001,1,80.0,79.20531621269711,WBI
3792,E02000001,1,80.0,79.552509072891,WBI
3793,E02000001,1,80.0,79.174602497914,WBI
3794,E02000001,1,80.0,79.67457941688613,WBI
3795,E02000001,1,80.0,79.78389311834974,WBI
3796,E02000001,1,80.0,79.9555525067763,WBI
3799,E02000001,1,80.0,79.08297226378956,WHO
3800,E02000001,1,80.0,79.64895802816426,WHO
3802,E02000001,1,80.0,79.50232147942188,WHO
3803,E02000001,1,80.0,79.21070428564433,MIX
3804,E02000001,1,80.0,79.6664029871314,BAN
3805,E02000001,1,80.0,79.28727640779199,OAS
3807,E02000001,1,80.0,79.72399932990419,OAS
3809,E02000001,1,81.0,80.11835289584408,WBI
3810,E02000001,1,81.0,80.61115438900438,WBI
3811,E02000001,1,81.0,80.45678989888,WBI
3812,E02000001,1,81.0,80.18150883861612,WBI
3813,E02000001,1,81.0,80.44151735298453,WBI
3814,E02000001,1,81.0,80.4878651413183,WBI
3815,E02000001,1,81.0,80.44645815640514,WBI
3816,E02000001,1,81.0,80.1070946116743,WBI
3817,E02000001,1,81.0,80.63481568126825,WBI
3818,E02000001,1,81.0,80.33296252784022,WBI
3819,E02000001,1,81.0,80.81410239138577,WBI
3820,E02000001,1,81.0,80.12802604942955,WBI
3821,E02000001,1,81.0,80.5906147266716,WBI
3822,E02000001,1,81.0,80.37302371197637,WBI
3824,E02000001,1,81.0,80.5572170559762,WBI
3825,E02000001,1,81.0,80.57469320963989,WHO
3826,E02000001,1,81.0,80.89773533795638,WHO
3827,E02000001,1,81.0,80.2852466772123,WHO
3831,E02000001,1,81.0,80.6574665878216,IND
3832,E02000001,1,81.0,80.46373346676613,BAN
3834,E02000001,1,81.0,80.12692915290768,OTH
3835,E02000001,1,82.0,81.06192941648429,WBI
3836,E02000001,1,82.0,81.19758459010676,WBI
3838,E02000001,1,82.0,81.25351726094813,WBI
3839,E02000001,1,82.0,81.52747046626826,WBI
3841,E02000001,1,82.0,81.36609894984517,WBI
3842,E02000001,1,82.0,81.71006913823953,WBI
3843,E02000001,1,82.0,81.44464528244038,WBI
3845,E02000001,1,82.0,81.82714195743951,WBI
3846,E02000001,1,82.0,81.98720667061838,WBI
3847,E02000001,1,82.0,81.43305312380552,WBI
3848,E02000001,1,82.0,81.52213595950143,WBI
3849,E02000001,1,82.0,81.69027326332815,WBI
3851,E02000001,1,82.0,81.20554198473647,WBI
3852,E02000001,1,82.0,81.67961134378419,WBI
3853,E02000001,1,82.0,81.72981981442304,WBI
3854,E02000001,1,82.0,81.29759438022606,WBI
3855,E02000001,1,82.0,81.46815738713661,WBI
3856,E02000001,1,82.0,81.49518632461165,WBI
3858,E02000001,1,82.0,81.48359716673582,WBI
3859,E02000001,1,82.0,81.29445455953947,WBI
3860,E02000001,1,82.0,81.13389029983767,WBI
3861,E02000001,1,82.0,81.53301219075567,WBI
3866,E02000001,1,82.0,81.73351504623052,WHO
3870,E02000001,1,82.0,81.91020255167133,BAN
3872,E02000001,1,82.0,81.47536611863028,OBL
3873,E02000001,1,82.0,81.25276496124104,OTH
3874,E02000001,1,83.0,82.9083926957847,WBI
3875,E02000001,1,83.0,82.42965276389407,WBI
3876,E02000001,1,83.0,82.43194513003347,WBI
3877,E02000001,1,83.0,82.29043042663837,WBI
3878,E02000001,1,83.0,82.99439871038808,WBI
3880,E02000001,1,83.0,82.01270339078526,WBI
3882,E02000001,1,83.0,82.87601168425871,WBI
3883,E02000001,1,83.0,82.69159340160418,WBI
3884,E02000001,1,83.0,82.17956452125497,WBI
3885,E02000001,1,83.0,82.85594635034508,WBI
3886,E02000001,1,83.0,82.63537397633263,WBI
3887,E02000001,1,83.0,82.79330695567886,WBI
3888,E02000001,1,83.0,82.47765904916396,WBI
3889,E02000001,1,83.0,82.24868634552335,WBI
3891,E02000001,1,83.0,82.49530383769225,WHO
3892,E02000001,1,83.0,82.63648074096348,WHO
3893,E02000001,1,83.0,82.7630121299422,WHO
3894,E02000001,1,83.0,82.74878174108612,WHO
3895,E02000001,1,83.0,82.79285469757895,WHO
3896,E02000001,1,83.0,82.88492823854912,WHO
3897,E02000001,1,83.0,82.0932622287969,WHO
3899,E02000001,1,83.0,82.00548948964833,MIX
3900,E02000001,1,83.0,82.67571606676904,MIX
3906,E02000001,1,84.0,83.69138591290817,WBI
3907,E02000001,1,84.0,83.37788849379353,WBI
3910,E02000001,1,84.0,83.19484991895895,WBI
3912,E02000001,1,84.0,83.95943325826379,WBI
3915,E02000001,1,84.0,83.45707280209771,WBI
3916,E02000001,1,84.0,83.72922736378278,WBI
3919,E02000001,1,84.0,83.26650317875162,WBI
3920,E02000001,1,84.0,83.24248428425213,WHO
3923,E02000001,1,84.0,83.26284364294064,WHO
3924,E02000001,1,84.0,83.54855437401565,WHO
3925,E02000001,1,84.0,83.64605383757998,WHO
3927,E02000001,1,84.0,83.64303244649709,IND
3928,E02000001,1,84.0,83.38872413031578,CHI
3931,E02000001,1,85.0,84.43951907458623,WBI
3934,E02000001,1,85.0,84.87996895551005,WBI
3936,E02000001,1,85.0,84.25902659767688,WBI
3937,E02000001,1,85.0,84.07549731514186,WBI
3938,E02000001,1,85.0,84.17532973953709,WBI
3940,E02000001,1,85.0,84.25632431704894,WBI
3942,E02000001,1,85.0,84.52686929532078,WBI
3945,E02000001,1,85.0,84.06596720027193,WHO
3946,E02000001,1,85.0,84.47323200719508,WHO
3947,E02000001,1,85.0,84.0400607412905,MIX
3948,E02000001,1,85.0,84.14807187113041,BAN
3949,E02000001,1,85.0,84.97426539439174,BLA
3950,E02000001,1,85.0,84.07992538481527,OTH
3952,E02000001,1,86.0,85.15740430384477,WBI
3957,E02000001,1,86.0,85.51159621643089,WBI
3959,E02000001,1,86.0,85.91720516813756,WBI
3963,E02000001,1,86.0,85.57410012484176,WHO
3965,E02000001,1,86.0,85.43473908262186,IND
3976,E02000001,1,86.0,86.22543491329132,CHI
3977,E02000001,1,86.0,87.83367952813633,WBI
3980,E02000001,1,86.0,87.20452901204033,WBI
3981,E02000001,1,86.0,87.42551840008292,WBI
3984,E02000001,1,86.0,87.61859294159262,WBI
3988,E02000001,1,86.0,87.22890516357562,MIX
3989,E02000001,1,86.0,87.16104422253674,CHI
3991,E02000001,1,86.0,88.19142753384479,WBI
3998,E02000001,1,86.0,88.79745729073029,WBI
3999,E02000001,1,86.0,88.11680433117121,WBI
4000,E02000001,1,86.0,88.04022132073618,WHO
4002,E02000001,1,86.0,88.21214366155392,WHO
4005,E02000001,1,86.0,88.20416754959483,IND
4007,E02000001,1,86.0,89.97172166481717,WBI
4008,E02000001,1,86.0,89.25642678597586,WBI
4013,E02000001,1,86.0,89.16436389205823,WBI
4015,E02000001,1,86.0,89.89681936161324,WBI
4018,E02000001,1,86.0,89.44758983014022,WHO
4020,E02000001,1,86.0,89.55528561008552,WHO
4021,E02000001,1,86.0,89.54643460977894,MIX
4027,E02000001,1,86.0,90.99731560648078,WBI
4031,E02000001,1,86.0,90.69782224589815,WHO
4035,E02000001,1,86.0,90.8422197487238,OTH
4037,E02000001,1,86.0,91.34385725972487,WBI
4038,E02000001,1,86.0,91.32980581901367,WBI
4039,E02000001,1,86.0,91.59643565972436,WBI
4054,E02000001,1,86.0,92.93218115661496,WBI
4055,E02000001,1,86.0,92.72153391638837,WBI
4069,E02000001,1,86.0,92.55598124796025,WHO
4072,E02000001,1,86.0,92.3898402354096,OBL
4080,E02000001,1,86.0,93.12974596575832,MIX
4081,E02000001,1,86.0,93.64284221130099,CHI
4089,E02000001,1,86.0,94.20532411195222,WBI
4091,E02000001,1,86.0,94.50472846873318,WBI
4093,E02000001,1,86.0,94.77265178771073,WBI
4101,E02000001,1,86.0,94.6805359529447,WBI
4109,E02000001,1,86.0,94.49427191758905,WBI
4116,E02000001,1,86.0,94.85010727215179,WHO
4124,E02000001,1,86.0,94.03563640732354,BAN
4129,E02000001,2,10.0,9.171115630068275,WBI
4130,E02000001,2,10.0,9.659349564701479,WBI
4131,E02000001,2,10.0,9.673476556703932,WBI
4132,E02000001,2,10.0,9.021642290589934,WBI
4133,E02000001,2,10.0,9.93428902468327,WBI
4134,E02000001,2,10.0,9.516252675678036,WBI
4135,E02000001,2,10.0,9.413850537738572,WBI
4136,E02000001,2,10.0,9.203715689724847,WBI
4137,E02000001,2,10.0,9.630291460345374,WBI
4138,E02000001,2,10.0,9.357777630392604,WBI
4139,E02000001,2,10.0,9.38370883295211,WBI
4140,E02000001,2,10.0,9.662433164798578,WBI
4141,E02000001,2,10.0,9.373162137430654,WBI
4142,E02000001,2,10.0,9.401135714807598,WBI
4143,E02000001,2,10.0,9.158479007229527,WBI
4144,E02000001,2,10.0,9.989299376330141,WBI
4145,E02000001,2,10.0,9.41731953521819,WBI
4146,E02000001,2,10.0,9.046085280757245,WBI
4147,E02000001,2,10.0,9.092443322847842,WHO
4148,E02000001,2,10.0,9.590695606699708,WHO
4149,E02000001,2,10.0,9.833964430208406,WHO
4150,E02000001,2,10.0,9.247550981408715,WHO
4151,E02000001,2,10.0,9.47686864330613,WHO
4152,E02000001,2,10.0,9.658829996023533,WHO
4153,E02000001,2,10.0,9.307658127402904,WHO
4154,E02000001,2,10.0,9.138671607480832,WHO
4155,E02000001,2,10.0,9.800458566631963,WHO
4156,E02000001,2,10.0,9.87097485289471,MIX
4157,E02000001,2,10.0,9.004739056812745,MIX
4158,E02000001,2,10.0,9.883097464229152,IND
4159,E02000001,2,10.0,9.808744802109945,PAK
4160,E02000001,2,10.0,9.292912764291493,BAN
4161,E02000001,2,10.0,9.999489836111673,CHI
4162,E02000001,2,10.0,9.440593083652326,CHI
4163,E02000001,2,10.0,9.145038980583571,OAS
4164,E02000001,2,10.0,9.241618491738448,BLC
4165,E02000001,2,10.0,9.236852759520254,OBL
4166,E02000001,2,10.0,9.151820360195362,OTH
4167,E02000001,2,10.0,9.631285347046738,OTH
4168,E02000001,2,11.0,10.773752083778383,WBI
4169,E02000001,2,11.0,10.250601746749165,WBI
4170,E02000001,2,11.0,10.954241937338423,WBI
4171,E02000001,2,11.0,10.656399181851317,WBI
4172,E02000001,2,11.0,10.190120536862597,WBI
4173,E02000001,2,11.0,10.768304261911322,WBI
4174,E02000001,2,11.0,10.773910325215088,WBI
4175,E02000001,2,11.0,10.226475100835103,WBI
4176,E02000001,2,11.0,10.195924711585176,WBI
4177,E02000001,2,11.0,10.505676304920406,WBI
4178,E02000001,2,11.0,10.413510078288503,WBI
4179,E02000001,2,11.0,10.395565383150338,WBI
4180,E02000001,2,11.0,10.217491359169912,WBI
4181,E02000001,2,11.0,10.27623647359165,WBI
4182,E02000001,2,11.0,10.457326888470517,WBI
4183,E02000001,2,11.0,10.66040665278234,WBI
4184,E02000001,2,11.0,10.093111264385207,WBI
4185,E02000001,2,11.0,10.331620584630429,WBI
4186,E02000001,2,11.0,10.69904023122354,WBI
4187,E02000001,2,11.0,10.000789956578014,WBI
4188,E02000001,2,11.0,10.9986614078974,WHO
4189,E02000001,2,11.0,10.887840904988943,WHO
4190,E02000001,2,11.0,10.654492242643174,WHO
4191,E02000001,2,11.0,10.422655785878527,WHO
4192,E02000001,2,11.0,10.550035004019186,WHO
4193,E02000001,2,11.0,10.214290799917997,WHO
4194,E02000001,2,11.0,10.32289209723652,MIX
4195,E02000001,2,11.0,10.176980127620833,MIX
4196,E02000001,2,11.0,10.585128119625589,BAN
4197,E02000001,2,11.0,10.533713761746807,BAN
4198,E02000001,2,11.0,10.465126822241974,CHI
4199,E02000001,2,11.0,10.758368534308993,OAS
4200,E02000001,2,11.0,10.221801060910629,OAS
4201,E02000001,2,12.0,11.959051635178149,WBI
4202,E02000001,2,12.0,11.184385653310073,WBI
4203,E02000001,2,12.0,11.853462654676925,WBI
4204,E02000001,2,12.0,11.036564176785557,WBI
4205,E02000001,2,12.0,11.04107530592933,WBI
4206,E02000001,2,12.0,11.406279347901735,WBI
4207,E02000001,2,12.0,11.724555744445393,WBI
4208,E02000001,2,12.0,11.517285557596853,WBI
4209,E02000001,2,12.0,11.445455743898705,WBI
4210,E02000001,2,12.0,11.56288352416863,WBI
4211,E02000001,2,12.0,11.990676915778709,WBI
4212,E02000001,2,12.0,11.24289290629442,WBI
4213,E02000001,2,12.0,11.44356240502829,WBI
4214,E02000001,2,12.0,11.866804722787622,WHO
4215,E02000001,2,12.0,11.352274697913186,WHO
4216,E02000001,2,12.0,11.57575345940386,WHO
4217,E02000001,2,12.0,11.96140891455013,WHO
4218,E02000001,2,12.0,11.338858674687803,WHO
4219,E02000001,2,12.0,11.53800904334488,WHO
4220,E02000001,2,12.0,11.275651934364861,MIX
4221,E02000001,2,12.0,11.372840121950505,MIX
4222,E02000001,2,12.0,11.736485132556075,IND
4223,E02000001,2,12.0,11.453612988016129,IND
4224,E02000001,2,12.0,11.245031267986636,BAN
4225,E02000001,2,12.0,11.523570279410123,CHI
4226,E02000001,2,12.0,11.124729444622233,CHI
4227,E02000001,2,12.0,11.20129869764758,OTH
4228,E02000001,2,13.0,12.01543582846194,WBI
4229,E02000001,2,13.0,12.38592138366017,WBI
4230,E02000001,2,13.0,12.247298657857577,WBI
4231,E02000001,2,13.0,12.107369829079836,WBI
4232,E02000001,2,13.0,12.867011855511043,WBI
4233,E02000001,2,13.0,12.105066756935328,WBI
4234,E02000001,2,13.0,12.631259307721997,WBI
4235,E02000001,2,13.0,12.68974625142865,WBI
4236,E02000001,2,13.0,12.406104743202626,WBI
4237,E02000001,2,13.0,12.84897947258318,WBI
4238,E02000001,2,13.0,12.198964391711039,WBI
4239,E02000001,2,13.0,12.841021198285027,WHO
4240,E02000001,2,13.0,12.715301119181973,WHO
4241,E02000001,2,13.0,12.363068556965013,WHO
4242,E02000001,2,13.0,12.857882941606654,MIX
4243,E02000001,2,13.0,12.582253071233588,MIX
4244,E02000001,2,13.0,12.271904362608158,BAN
4245,E02000001,2,13.0,12.741866856939495,OAS
4246,E02000001,2,14.0,13.049210949286888,WBI
4247,E02000001,2,14.0,13.5185708802247,WBI
4248,E02000001,2,14.0,13.858671738650642,WBI
4249,E02000001,2,14.0,13.875107373372838,WBI
4250,E02000001,2,14.0,13.063299464044249,WBI
4251,E02000001,2,14.0,13.371695479118046,WBI
4252,E02000001,2,14.0,13.877222125507652,WBI
4253,E02000001,2,14.0,13.410395592292492,WBI
4254,E02000001,2,14.0,13.02148101918156,WBI
4255,E02000001,2,14.0,13.862286869207217,WBI
4256,E02000001,2,14.0,13.499005772822818,WBI
4257,E02000001,2,14.0,13.65772427688427,WHO
4258,E02000001,2,14.0,13.395992448077138,WHO
4259,E02000001,2,14.0,13.864625637300097,WHO
4260,E02000001,2,14.0,13.070605177525394,WHO
4261,E02000001,2,14.0,13.394406170063526,MIX
4262,E02000001,2,14.0,13.249854545253491,IND
4263,E02000001,2,14.0,13.123190778854758,CHI
4264,E02000001,2,14.0,13.762673365431324,CHI
4265,E02000001,2,14.0,13.785812103892784,OAS
4266,E02000001,2,14.0,13.489510826914247,BLA
4267,E02000001,2,14.0,13.526712412711255,OBL
4268,E02000001,2,15.0,14.152968458478053,WBI
4269,E02000001,2,15.0,14.87256761980607,WBI
4270,E02000001,2,15.0,14.384087987246033,WBI
4271,E02000001,2,15.0,14.641405160947961,WBI
4272,E02000001,2,15.0,14.067036942348581,WBI
4273,E02000001,2,15.0,14.644934397546812,WBI
4274,E02000001,2,15.0,14.907051720200933,WHO
4275,E02000001,2,15.0,14.548767328099718,WHO
4276,E02000001,2,15.0,14.70383600252948,WHO
4277,E02000001,2,15.0,14.113180325562944,WHO
4278,E02000001,2,15.0,14.391520498847582,WHO
4279,E02000001,2,15.0,14.820385981448835,IND
4280,E02000001,2,15.0,14.352169167214049,OTH
4281,E02000001,2,16.0,15.793239873016253,WBI
4282,E02000001,2,16.0,15.483580296886288,WBI
4283,E02000001,2,16.0,15.820998093602856,WBI
4284,E02000001,2,16.0,15.520707058356873,WBI
4285,E02000001,2,16.0,15.199784032353323,WBI
4286,E02000001,2,16.0,15.306928301205884,WBI
4287,E02000001,2,16.0,15.093981544037295,WBI
4288,E02000001,2,16.0,15.573349768257518,WBI
4289,E02000001,2,16.0,15.427828367313305,WBI
4290,E02000001,2,16.0,15.977293816388809,WHO
4291,E02000001,2,16.0,15.017515737606839,WHO
4292,E02000001,2,16.0,15.63586875072944,WHO
4293,E02000001,2,16.0,15.179568519071438,WHO
4294,E02000001,2,16.0,15.785996218353699,WHO
4295,E02000001,2,16.0,15.793808982239653,MIX
4296,E02000001,2,16.0,15.016153984763195,PAK
4297,E02000001,2,16.0,15.883424170753987,CHI
4298,E02000001,2,16.0,15.492280743893161,BLA
4299,E02000001,2,16.0,15.044334724184974,OTH
4300,E02000001,2,17.0,16.705377927382816,WBI
4301,E02000001,2,17.0,16.209766907759384,WBI
4302,E02000001,2,17.0,16.936021158944456,WBI
4303,E02000001,2,17.0,16.60946927954327,WBI
4304,E02000001,2,17.0,16.945760150696962,WBI
4305,E02000001,2,17.0,16.533218382641174,WBI
4306,E02000001,2,17.0,16.073569023335235,WBI
4307,E02000001,2,17.0,16.18645323995338,WBI
4308,E02000001,2,17.0,16.902668889010865,WBI
4309,E02000001,2,17.0,16.695325577857595,WBI
4310,E02000001,2,17.0,16.204075865396877,WBI
4311,E02000001,2,17.0,16.328131986906936,WBI
4312,E02000001,2,17.0,16.325103921254634,WBI
4313,E02000001,2,17.0,16.741946506302504,WBI
4314,E02000001,2,17.0,16.537323990483188,WBI
4315,E02000001,2,17.0,16.74533045409507,WHO
4316,E02000001,2,17.0,16.13256703244356,WHO
4317,E02000001,2,17.0,16.31993464356683,MIX
4318,E02000001,2,17.0,16.985504130777365,BAN
4319,E02000001,2,17.0,16.63016624825222,BAN
4320,E02000001,2,17.0,16.853428119674806,OAS
4321,E02000001,2,17.0,16.535690079319693,OAS
4322,E02000001,2,17.0,16.74112095514753,BLA
4323,E02000001,2,18.0,17.075288340340748,WBI
4324,E02000001,2,18.0,17.992519015684906,WBI
4325,E02000001,2,18.0,17.868167090575238,WBI
4326,E02000001,2,18.0,17.78989566666418,WBI
4327,E02000001,2,18.0,17.91876814845974,WBI
4328,E02000001,2,18.0,17.98119362062361,WBI
4329,E02000001,2,18.0,17.03946308403657,WBI
4330,E02000001,2,18.0,17.922740219011388,WBI
4331,E02000001,2,18.0,17.326496874661576,WBI
4332,E02000001,2,18.0,17.54631096112164,WBI
4333,E02000001,2,18.0,17.117125807197578,WHO
4334,E02000001,2,18.0,17.812123345759176,WHO
4335,E02000001,2,18.0,17.446155308256472,WHO
4336,E02000001,2,18.0,17.4399240483908,WHO
4337,E02000001,2,18.0,17.645736839452535,WHO
4338,E02000001,2,18.0,17.841769144884246,IND
4339,E02000001,2,18.0,17.75267512787046,BAN
4340,E02000001,2,18.0,17.98574284928369,OAS
4341,E02000001,2,19.0,18.838341099480125,WBI
4342,E02000001,2,19.0,18.528172289841105,WBI
4343,E02000001,2,19.0,18.812517779605372,WBI
4344,E02000001,2,19.0,18.65124868581337,WBI
4345,E02000001,2,19.0,18.758459251093004,WBI
4346,E02000001,2,19.0,18.938466909675405,WBI
4347,E02000001,2,19.0,18.90465982231862,WHO
4348,E02000001,2,19.0,18.81323935511938,WHO
4349,E02000001,2,19.0,18.910032508799667,IND
4350,E02000001,2,19.0,18.100184838954675,CHI
4351,E02000001,2,19.0,18.203648447376,OAS
4352,E02000001,2,20.0,19.601855162920113,WBI
4353,E02000001,2,20.0,19.364889124347926,WBI
4354,E02000001,2,20.0,19.648488741104863,WBI
4355,E02000001,2,20.0,19.33653141565793,WBI
4356,E02000001,2,20.0,19.04711519412797,WBI
4357,E02000001,2,20.0,19.96949675857271,WHO
4358,E02000001,2,20.0,19.618584245585463,WHO
4359,E02000001,2,20.0,19.314107215780595,WHO
4360,E02000001,2,20.0,19.78295417759267,MIX
4361,E02000001,2,20.0,19.86060489599756,BAN
4362,E02000001,2,20.0,19.898418204673312,CHI
4363,E02000001,2,20.0,19.931667005986025,BLA
4364,E02000001,2,20.0,19.042278537204982,OTH
4365,E02000001,2,21.0,20.577683366230985,WBI
4366,E02000001,2,21.0,20.05825043507233,WBI
4367,E02000001,2,21.0,20.043600324384464,WBI
4368,E02000001,2,21.0,20.395359529286914,WBI
4369,E02000001,2,21.0,20.968014181861633,WBI
4370,E02000001,2,21.0,20.697369158031826,WBI
4371,E02000001,2,21.0,20.896814459690628,WBI
4372,E02000001,2,21.0,20.359874053013165,WHO
4373,E02000001,2,21.0,20.30204842550632,IND
4374,E02000001,2,21.0,20.63535088583962,BAN
4375,E02000001,2,21.0,20.562740180285594,OAS
4376,E02000001,2,21.0,20.96681055854622,OAS
4377,E02000001,2,22.0,21.7358719466223,WBI
4378,E02000001,2,22.0,21.45422593996504,WBI
4379,E02000001,2,22.0,21.81624187870961,WBI
4380,E02000001,2,22.0,21.63475998691196,WBI
4381,E02000001,2,22.0,21.15965257897435,WBI
4382,E02000001,2,22.0,21.20659182748237,WBI
4383,E02000001,2,22.0,21.09579584217445,WBI
4384,E02000001,2,22.0,21.95128410999407,WBI
4385,E02000001,2,22.0,21.831706433515205,WBI
4386,E02000001,2,22.0,21.694814458688278,WHO
4387,E02000001,2,22.0,21.099158403693924,BAN
4388,E02000001,2,22.0,21.25160434691052,CHI
4389,E02000001,2,22.0,21.338528032061426,CHI
4390,E02000001,2,22.0,21.405051834513564,CHI
4391,E02000001,2,22.0,21.521271129713874,OTH
4392,E02000001,2,23.0,22.519595099260858,WBI
4393,E02000001,2,23.0,22.468629890081882,WBI
4394,E02000001,2,23.0,22.59318298660877,WBI
4395,E02000001,2,23.0,22.541349376523215,WBI
4396,E02000001,2,23.0,22.90100550234927,WBI
4397,E02000001,2,23.0,22.155901225147794,WBI
4398,E02000001,2,23.0,22.23772749297042,WBI
4399,E02000001,2,23.0,22.024786531981626,WBI
4400,E02000001,2,23.0,22.004675976177708,WBI
4401,E02000001,2,23.0,22.739153517291648,WBI
4402,E02000001,2,23.0,22.42486700154454,WHO
4403,E02000001,2,23.0,22.849170680949634,WHO
4404,E02000001,2,23.0,22.829816575748914,WHO
4405,E02000001,2,23.0,22.35272839465901,IND
4406,E02000001,2,23.0,22.774024286330402,BAN
4407,E02000001,2,23.0,22.084329584964824,BAN
4408,E02000001,2,23.0,22.68591430783894,OAS
4409,E02000001,2,23.0,22.079740351898295,OTH
4410,E02000001,2,24.0,23.00310588149319,WBI
4411,E02000001,2,24.0,23.535316413955094,WBI
4412,E02000001,2,24.0,23.427165007444998,WBI
4413,E02000001,2,24.0,23.366116805692606,WBI
4414,E02000001,2,24.0,23.803827393090565,WBI
4415,E02000001,2,24.0,23.41050493361322,WHO
4416,E02000001,2,24.0,23.535016729381304,WHO
4417,E02000001,2,24.0,23.32293737659163,WHO
4418,E02000001,2,24.0,23.518839619175374,WHO
4419,E02000001,2,24.0,23.93233462133923,WHO
4420,E02000001,2,24.0,23.45403151346631,MIX
4421,E02000001,2,24.0,23.914265408949873,CHI
4422,E02000001,2,24.0,23.014890202805862,CHI
4423,E02000001,2,24.0,23.003497568125013,OTH
4424,E02000001,2,25.0,24.199178016087956,WBI
4425,E02000001,2,25.0,24.699262355284805,WBI
4426,E02000001,2,25.0,24.41923636508135,WBI
4427,E02000001,2,25.0,24.570146909362194,WBI
4428,E02000001,2,25.0,24.784307688531406,WBI
4429,E02000001,2,25.0,24.70870379511818,WBI
4430,E02000001,2,25.0,24.00732844141387,WBI
4431,E02000001,2,25.0,24.395731493554166,WBI
4432,E02000001,2,25.0,24.413356994741804,WBI
4433,E02000001,2,25.0,24.646974230167395,WHO
4434,E02000001,2,25.0,24.090064272014068,WHO
4435,E02000001,2,25.0,24.00064988468529,WHO
4436,E02000001,2,25.0,24.389256975408053,MIX
4437,E02000001,2,25.0,24.062897586792264,BAN
4438,E02000001,2,25.0,24.487660122069457,CHI
4439,E02000001,2,25.0,24.33894570888671,OAS
4440,E02000001,2,26.0,25.072924203346304,WBI
4441,E02000001,2,26.0,25.680500252175644,WBI
4442,E02000001,2,26.0,25.06947410340112,WBI
4443,E02000001,2,26.0,25.997530583131862,WBI
4444,E02000001,2,26.0,25.622027509212018,WBI
4445,E02000001,2,26.0,25.200923947338996,WBI
4446,E02000001,2,26.0,25.451497418108094,WBI
4447,E02000001,2,26.0,25.477362818073676,WBI
4448,E02000001,2,26.0,25.247215394632867,WBI
4449,E02000001,2,26.0,25.158918571684442,WBI
4450,E02000001,2,26.0,25.65854010917437,WBI
4451,E02000001,2,26.0,25.09917323511439,WHO
4452,E02000001,2,26.0,25.211661531240345,WHO
4453,E02000001,2,26.0,25.33799002695744,WHO
4454,E02000001,2,26.0,25.860116976375583,MIX
4455,E02000001,2,26.0,25.3230472538109,IND
4456,E02000001,2,26.0,25.02499235920524,CHI
4457,E02000001,2,26.0,25.93311688635993,OAS
4458,E02000001,2,26.0,25.56863350140863,OAS
4459,E02000001,2,27.0,26.856356933927994,WBI
4460,E02000001,2,27.0,26.082163101899177,WBI
4461,E02000001,2,27.0,26.18291610534974,WBI
4462,E02000001,2,27.0,26.647519678010237,WBI
4463,E02000001,2,27.0,26.85547357041501,WBI
4464,E02000001,2,27.0,26.601211086699315,WBI
4465,E02000001,2,27.0,26.66089025206747,WBI
4466,E02000001,2,27.0,26.739067820676944,WBI
4467,E02000001,2,27.0,26.395864179213948,WHO
4468,E02000001,2,27.0,26.525317793200767,WHO
4469,E02000001,2,27.0,26.501662556172086,WHO
4470,E02000001,2,27.0,26.939972005717635,BAN
4471,E02000001,2,27.0,26.10149029140345,OAS
4472,E02000001,2,28.0,27.375366886733424,WBI
4473,E02000001,2,28.0,27.548478174236593,WBI
4474,E02000001,2,28.0,27.146213685625945,WBI
4475,E02000001,2,28.0,27.556545510367744,WBI
4476,E02000001,2,28.0,27.73322239786331,WBI
4477,E02000001,2,28.0,27.16352470835012,WBI
4478,E02000001,2,28.0,27.339345857251853,WBI
4479,E02000001,2,28.0,27.77569814927631,WBI
4480,E02000001,2,28.0,27.356624855739746,WBI
4481,E02000001,2,28.0,27.355219329997027,WBI
4482,E02000001,2,28.0,27.655069870336828,WBI
4483,E02000001,2,28.0,27.92567810424917,WBI
4484,E02000001,2,28.0,27.638209797629226,WBI
4485,E02000001,2,28.0,27.40613022067974,WBI
4486,E02000001,2,28.0,27.778723517155502,WBI
4487,E02000001,2,28.0,27.72784667076374,WHO
4488,E02000001,2,28.0,27.90570649875966,WHO
4489,E02000001,2,28.0,27.35685268820645,WHO
4490,E02000001,2,28.0,27.304496589105103,WHO
