DC1117EW_C_SEX,DC1117EW_C_AGE,NewEthpop_ETH,Rate
2,49,BLC,0.002169824
2,50,BLC,0.0021348770000000003
2,51,BLC,0.001980415
2,52,BLC,0.002156694
2,53,BLC,0.00252033
2,54,BLC,0.003151455
2,55,BLC,0.00383863
2,56,BLC,0.004500148
2,57,BLC,0.0049348840000000005
2,58,BLC,0.00519189
2,59,BLC,0.005403687
2,60,BLC,0.006123049
2,61,BLC,0.007378015999999999
2,62,BLC,0.007877577
2,63,BLC,0.007972805999999999
2,64,BLC,0.009457793
2,65,BLC,0.010600597
2,66,BLC,0.010713695
2,67,BLC,0.011827478999999998
2,68,BLC,0.014206587
2,69,BLC,0.017462173
2,70,BLC,0.018308543
2,71,BLC,0.018177869
2,72,BLC,0.01994106
2,73,BLC,0.022416714
2,74,BLC,0.025233815
2,75,BLC,0.026180607999999998
2,76,BLC,0.027567542999999996
2,77,BLC,0.031225607000000002
2,78,BLC,0.034408369
2,79,BLC,0.038610284
2,80,BLC,0.045207871
2,81,BLC,0.050570987000000005
2,82,BLC,0.056570342999999995
2,83,BLC,0.063281416
2,84,BLC,0.07078864
2,85,BLC,0.079186463
2,86,BLC,0.128026221
2,1,OBL,0.003083844
2,2,OBL,0.000158803
2,3,OBL,0.000124318
2,4,OBL,0.000100692
2,5,OBL,6.159999999999999e-05
2,6,OBL,4.77e-05
2,7,OBL,4.5e-05
2,8,OBL,4.7799999999999996e-05
2,9,OBL,5.08e-05
2,10,OBL,4.0799999999999996e-05
2,11,OBL,4.88e-05
2,12,OBL,6.53e-05
2,13,OBL,6.28e-05
2,14,OBL,5.8299999999999994e-05
2,15,OBL,9.71e-05
2,16,OBL,0.000172472
2,17,OBL,0.00020999599999999997
2,18,OBL,0.00020261900000000002
2,19,OBL,0.000177546
2,20,OBL,0.000130034
2,21,OBL,0.000109561
2,22,OBL,0.00011469
2,23,OBL,0.000107319
2,24,OBL,9.590000000000001e-05
2,25,OBL,0.000114581
2,26,OBL,0.000162998
2,27,OBL,0.00020032
2,28,OBL,0.00020686
2,29,OBL,0.00020381700000000002
2,30,OBL,0.000230255
2,31,OBL,0.00029723200000000003
2,32,OBL,0.00039578
2,33,OBL,0.000429415
2,34,OBL,0.00046738199999999996
2,35,OBL,0.00045430300000000003
2,36,OBL,0.00036853
2,37,OBL,0.000339457
2,38,OBL,0.000362778
2,39,OBL,0.000381521
2,40,OBL,0.000503955
2,41,OBL,0.000652522
2,42,OBL,0.000701322
2,43,OBL,0.0008619330000000001
2,44,OBL,0.000908702
2,45,OBL,0.001236792
2,46,OBL,0.001712561
2,47,OBL,0.0018002629999999999
2,48,OBL,0.001909005
2,49,OBL,0.002198236
2,50,OBL,0.002177526
2,51,OBL,0.002004031
2,52,OBL,0.002154731
2,53,OBL,0.002513467
2,54,OBL,0.0031413590000000003
2,55,OBL,0.0038157829999999997
2,56,OBL,0.004450218
2,57,OBL,0.004873496
2,58,OBL,0.005288197
2,59,OBL,0.005514185
2,60,OBL,0.006090845
2,61,OBL,0.007343868000000001
2,62,OBL,0.007875703000000001
2,63,OBL,0.007950369
2,64,OBL,0.009397375
2,65,OBL,0.010459932
2,66,OBL,0.010616701000000001
2,67,OBL,0.011808583000000001
2,68,OBL,0.014136275
2,69,OBL,0.017395861000000002
2,70,OBL,0.018351503
2,71,OBL,0.018231136000000002
2,72,OBL,0.019850864
2,73,OBL,0.022230976
2,74,OBL,0.024967956
2,75,OBL,0.025959435
2,76,OBL,0.027250464
2,77,OBL,0.030598271
2,78,OBL,0.033699942999999996
2,79,OBL,0.037988548999999996
2,80,OBL,0.044953071
2,81,OBL,0.050293150999999994
2,82,OBL,0.056267591
2,83,OBL,0.062951749
2,84,OBL,0.070429933
2,85,OBL,0.078796468
2,86,OBL,0.13763996
2,1,OTH,0.003015936
2,2,OTH,0.000164617
2,3,OTH,0.000126339
2,4,OTH,0.000101902
2,5,OTH,6.159999999999999e-05
2,6,OTH,4.7499999999999996e-05
2,7,OTH,4.45e-05
2,8,OTH,4.92e-05
2,9,OTH,5.02e-05
2,10,OTH,3.64e-05
2,11,OTH,4.66e-05
2,12,OTH,6.159999999999999e-05
2,13,OTH,5.7100000000000006e-05
2,14,OTH,5.85e-05
2,15,OTH,0.000108355
2,16,OTH,0.00018224700000000002
2,17,OTH,0.000213445
2,18,OTH,0.00020612900000000002
2,19,OTH,0.000179606
2,20,OTH,0.000134919
2,21,OTH,0.00011229399999999999
2,22,OTH,0.000114965
2,23,OTH,0.000111029
2,24,OTH,0.00010283200000000001
2,25,OTH,0.000125749
2,26,OTH,0.00017602900000000002
2,27,OTH,0.000208257
2,28,OTH,0.00020628200000000001
2,29,OTH,0.000210785
2,30,OTH,0.00024675900000000004
2,31,OTH,0.000314541
2,32,OTH,0.00041211199999999996
2,33,OTH,0.000456575
2,34,OTH,0.0005045480000000001
2,35,OTH,0.000477735
2,36,OTH,0.000397654
2,37,OTH,0.00036977300000000005
2,38,OTH,0.000368375
2,39,OTH,0.00038387199999999995
2,40,OTH,0.00050733
2,41,OTH,0.000661036
2,42,OTH,0.000695359
2,43,OTH,0.000839825
2,44,OTH,0.000889621
2,45,OTH,0.001178141
2,46,OTH,0.001581575
2,47,OTH,0.001698043
2,48,OTH,0.001861775
2,49,OTH,0.002087044
2,50,OTH,0.002046129
2,51,OTH,0.0019335370000000001
2,52,OTH,0.002074307
2,53,OTH,0.0024061589999999997
2,54,OTH,0.0029511409999999996
2,55,OTH,0.003645018
2,56,OTH,0.004436376
2,57,OTH,0.0049157540000000005
2,58,OTH,0.005061275
2,59,OTH,0.0050555140000000005
2,60,OTH,0.005744811999999999
2,61,OTH,0.007010466999999999
2,62,OTH,0.0075245419999999995
2,63,OTH,0.007633411
2,64,OTH,0.009030271
2,65,OTH,0.010107726
2,66,OTH,0.010168928
2,67,OTH,0.011231596000000002
2,68,OTH,0.013561353
2,69,OTH,0.016725714
2,70,OTH,0.017449499
2,71,OTH,0.017279532
2,72,OTH,0.018934859
2,73,OTH,0.021298668
2,74,OTH,0.02413159
2,75,OTH,0.025205357999999997
2,76,OTH,0.026636622999999998
2,77,OTH,0.030056075
2,78,OTH,0.033260352
2,79,OTH,0.037507900000000004
2,80,OTH,0.043971421
2,81,OTH,0.049214981
2,82,OTH,0.055083832
2,83,OTH,0.061652538
2,84,OTH,0.069004558
2,85,OTH,0.077233302
2,86,OTH,0.17530733
